id,name,serving_size,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,source_dataset,source_file,source_group
vegetable-palm-kernel-oil,vegetable palm kernel oil,dataset serving,117,0,0,13.6,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
coconut-oil,coconut oil,dataset serving,117,0,0,13.6,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
safflower-oil,safflower oil,dataset serving,120,0,0,13.6,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
vegetable-oil,vegetable oil,dataset serving,120,0,0,13.6,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
apricot-kernel-oil,apricot kernel oil,dataset serving,40,0,0,4.5,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
peanut-oil,peanut oil,dataset serving,119,0,0,13.5,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
poppyseed-oil,poppyseed oil,dataset serving,120,0,0,13.6,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
flaxseed-oil,flaxseed oil,dataset serving,120,0.086,0,13.6,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
tomatoseed-oil,tomatoseed oil,dataset serving,1927,0,0,218,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
wheat-germ-oil,wheat germ oil,dataset serving,120,0,0,13.6,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
sesame-oil,sesame oil,dataset serving,40,0,0,4.5,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
corn-granola-oil,corn granola oil,dataset serving,124,0,0,14,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
cocoa-butter-oil,cocoa butter oil,dataset serving,120,0,0,13.6,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
olive-oil,olive oil,dataset serving,119,0,0,13.5,0,0,0.004,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
palm-kernel-oil,palm kernel oil,dataset serving,40,0,0,4.5,0,0,0.098,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
mustard-oil,mustard oil,dataset serving,124,0,0,14,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
rice-bran-oil,rice bran oil,dataset serving,120,0,0,13.6,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
vegetable-macaroni-dry,vegetable macaroni dry,dataset serving,308,11,62.9,0.9,3.6,0,0.06,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
chow-mein-noodles,chow mein noodles,dataset serving,257,5.9,37.5,9.9,1.5,0.5,0.5,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
chinese-noodles,chinese noodles,dataset serving,456,0.2,111.9,0.094,0.7,0,0.088,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
vegetable-macaroni-cooked,vegetable macaroni cooked,dataset serving,172,6.1,35.7,0.1,5.8,1.5,0.015,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
corn-pasta-dry,corn pasta dry,dataset serving,375,7.8,83.2,2.2,11.6,0,0.027,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
egg-noodles-dry,egg noodles dry,dataset serving,146,5.4,27.1,1.7,1.3,0.7,0.095,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
whole-wheat-spaghetti-dry,whole wheat spaghetti dry,dataset serving,98,4.1,21.2,0.4,0,0,0.002,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
japanese-soba-noodles-dry,japanese soba noodles dry,dataset serving,95,4.1,21.1,0.2,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
rice-noodles-dry,rice noodles dry,dataset serving,103,1,23.6,0.2,0.5,0,0.006,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
spinach-spaghetti-dry,spinach spaghetti dry,dataset serving,105,3.8,21.2,0.4,3,0.8,0.094,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
egg-noodles-cooked,egg noodles cooked,dataset serving,110,3.6,20.1,1.7,1,0.3,0.027,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
japanese-somen-noodles-cooked,japanese somen noodles cooked,dataset serving,231,7,48.5,0.3,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
whole-wheat-macaroni-dry,whole wheat macaroni dry,dataset serving,365,15.4,78.8,1.5,8.7,0,0.028,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
pasta-marinara-and-ground-beef-sauce,pasta marinara and ground beef sauce,dataset serving,41,2.5,4.1,1.6,0.5,1,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
macaroni-raw,macaroni raw,dataset serving,390,13.7,78.4,1.6,3.4,2.8,0.097,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
spaghetti-dry,spaghetti dry,dataset serving,105,3.7,21.1,0.4,0.9,0.8,0.09,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
fusilli-cucina,fusilli cucina,dataset serving,100,0,3.4,0.4,0,0.041,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
japanese-somen-noodles-dry,japanese somen noodles dry,dataset serving,101,3.2,21,0.2,1.2,0,0.5,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
pasta-cooked,pasta cooked,dataset serving,301,11.8,57.3,2.4,0,0,0.073,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
macaroni-cooked,macaroni cooked,dataset serving,221,8.1,43.2,1.3,2.5,0.8,0.071,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
spinach-egg-noodles-dry,spinach egg noodles dry,dataset serving,145,5.6,26.7,1.7,2.6,0,0.096,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
japanese-soba-noodles-cooked,japanese soba noodles cooked,dataset serving,113,5.8,24.4,0.1,0,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
rice-noodles-cooked,rice noodles cooked,dataset serving,190,3.2,42.3,0.4,1.8,0.052,0.075,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
whole-wheat-macaroni-cooked,whole wheat macaroni cooked,dataset serving,174,7.5,37.2,0.8,3.9,1.1,0.057,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
spaghetti-cooked,spaghetti cooked,dataset serving,363,13.3,71,2.1,4.1,1.3,0.089,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
whole-wheat-spaghetti-cooked,whole wheat spaghetti cooked,dataset serving,174,7.5,37.2,0.8,6.3,1.1,0.091,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
waffle,waffle,dataset serving,218,5.9,24.7,10.6,0,0,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
baked-taco-shell,baked taco shell,dataset serving,61,0.8,8.3,2.7,0.9,0.2,0.004,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
puff-pastry,puff pastry,dataset serving,1367,18.1,112,94.3,3.7,1.8,0.6,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
blueberry-muffin,blueberry muffin,dataset serving,214,2.6,30.2,9.2,0.6,17.9,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
bread-crumbs,bread crumbs,dataset serving,427,14.4,77.7,5.7,4.9,6.7,0.8,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
warm-cinnamon-roll-mcdonalds,warm cinnamon roll mcdonalds,dataset serving,113,2,15,5.1,0.5,7,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
corn-muffin,corn muffin,dataset serving,201,3.9,33.7,5.5,2.2,11.7,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
tortilla,tortilla,dataset serving,467,14.3,98.4,1.9,4.7,5.4,0.9,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
croutons-seasoned,croutons seasoned,dataset serving,186,4.3,25.4,7.3,2,1.8,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
buttermilk-waffle,buttermilk waffle,dataset serving,102,2.4,16,3.1,0.9,1.5,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
flour-tortilla,flour tortilla,dataset serving,146,3.9,24.1,3.7,1.2,1.3,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
glazed-donut,glazed donut,dataset serving,55,0.8,6.2,3,0.3,3,0.082,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
corn-tortilla,corn tortilla,dataset serving,52,1.4,10.7,0.7,1.5,0.2,0.075,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
muffin,muffin,dataset serving,169,3.9,23.6,6.5,1.5,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
croutons,croutons,dataset serving,33,1,5.9,0.5,0.4,0,0.035,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
donut-with-jelly-filling,donut with jelly filling,dataset serving,289,5,33.2,15.9,0.8,17.9,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
sweet-cinnamon-rolls,sweet cinnamon rolls,dataset serving,309,5.1,42.2,13.6,2,26.3,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
oat-bran-muffin,oat bran muffin,dataset serving,46,1.2,8.2,1.3,0.8,1.4,0.067,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
french-cruller-donut,french cruller donut,dataset serving,169,1.3,24.4,7.5,0.5,14.4,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
pancakes,pancakes,dataset serving,86,2.4,10.8,3.7,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
chocolate-donut,chocolate donut,dataset serving,250,2.7,34.4,11.9,1.3,19.2,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
sweet-cheese-rolls,sweet cheese rolls,dataset serving,238,4.7,28.8,12.1,0.8,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
eclair,eclair,dataset serving,234,4.4,11.2,19.2,0.4,2,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
donut-with-cream-filling,donut with cream filling,dataset serving,307,5.4,25.5,20.8,0.7,12.4,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
fruit-toaster-pastry,fruit toaster pastry,dataset serving,209,2.4,37.1,5.6,0.5,14.8,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
donut,donut,dataset serving,192,2.3,22.9,10.3,0.7,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
pancakes-whole-wheat,pancakes whole wheat,dataset serving,92,3.7,12.9,2.9,1.2,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
keikitos,keikitos,dataset serving,196,2.9,22.3,10.6,0.5,10.8,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
zwieback,zwieback,dataset serving,30,0.7,5.2,0.7,0.2,0.9,0.05,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
chocolate-coated-donut,chocolate coated donut,dataset serving,81,0.9,9.2,4.5,0.3,4.8,0.099,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
waffle-toasted,waffle toasted,dataset serving,103,2.4,16.3,3.2,0.8,1.7,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
cinnamon-toaster-pastry,cinnamon toaster pastry,dataset serving,206,2.6,34.1,7.1,0.5,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
wheat-bran-bread,wheat bran bread,dataset serving,89,3.2,17.2,1.2,1.4,3.5,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
white-bread,white bread,dataset serving,77,2.6,14.3,1,0.8,1.6,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
oat-bran-bread,oat bran bread,dataset serving,71,3.1,11.9,1.3,1.4,2.3,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
whole-wheat-bread-natures-own,whole wheat bread natures own,dataset serving,50,0,0,1,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
high-protein-bread-dr-zaks,high protein bread dr zaks,dataset serving,152,0,15.3,3,0,0.6,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
wheat-bread,wheat bread,dataset serving,79,3.1,13.8,1.3,1.2,1.7,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
egg-bread-toasted,egg bread toasted,dataset serving,117,3.9,19.5,2.4,0.9,0.7,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
butter-toastbrot-ja,butter toastbrot ja,dataset serving,66,0,2,0.9,0,0.4,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
vienna-bread-toasted,vienna bread toasted,dataset serving,93,3.8,18,0.6,0.9,1,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
vienna-bread,vienna bread,dataset serving,92,3.8,18.1,0.6,0.8,0.8,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
protein-bread,protein bread,dataset serving,47,2.3,8.3,0.4,0.6,0.3,0.008,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
banana-bread,banana bread,dataset serving,186,2.5,31.1,6,0.6,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
rice-bran-bread,rice bran bread,dataset serving,66,2.4,11.7,1.2,1.3,1.3,0.081,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
white-fibre-wonder-bread,white fibre wonder bread,dataset serving,95,3.5,18,1,1.5,2,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
focaccia,focaccia,dataset serving,142,5,20.4,4.5,1,1,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
oat-bran-bread-toasted,oat bran bread toasted,dataset serving,70,3.1,11.8,1.3,1.3,2.3,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
rye-bread,rye bread,dataset serving,83,2.7,15.5,1.1,1.9,1.2,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
wheat-germ-bread,wheat germ bread,dataset serving,73,2.7,13.5,0.8,0.6,1,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
protein-bread-toasted,protein bread toasted,dataset serving,46,2.2,8.2,0.4,0.6,0.2,0.049,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
oatmeal-bread,oatmeal bread,dataset serving,73,2.3,13.1,1.2,1.1,2.2,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
arepa,arepa,dataset serving,215,5.4,36.4,5.3,2.5,0.9,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
raisin-bread-toasted,raisin bread toasted,dataset serving,86,2.5,16.5,1.4,1.4,1.8,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
cracked-wheat-bread,cracked wheat bread,dataset serving,74,2.5,14,1.1,1.6,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
garlic-bread,garlic bread,dataset serving,151,3.6,17.9,7.1,1.1,1.6,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
rye-bread-toasted,rye bread toasted,dataset serving,82,2.7,15.4,1,1.9,1.2,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
whole-wheat-bread,whole wheat bread,dataset serving,128,3.9,23.6,2.5,2.8,1.8,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
whole-wheat-bread-toasted,whole wheat bread toasted,dataset serving,128,3.9,23.7,2.5,2.8,1.8,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
pan-dulce-bread,pan dulce bread,dataset serving,231,5.9,35.5,7.3,1.4,7.9,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
rice-bran-bread-toasted,rice bran bread toasted,dataset serving,66,2.4,11.8,1.3,1.3,1.3,0.026,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
pita-bread-whole-wheat,pita bread whole wheat,dataset serving,74,2.7,15.4,0.7,2.1,0.2,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
wheat-germ-bread-toasted,wheat germ bread toasted,dataset serving,73,2.7,13.6,0.8,0.6,1,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
pumpernickel-bread,pumpernickel bread,dataset serving,65,2.3,12.4,0.8,1.7,0.1,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
frybread,frybread,dataset serving,502,10.2,73.4,18.6,0,3.1,0.5,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
white-bread-toasted,white bread toasted,dataset serving,83,2.5,15.4,1.1,0.7,1.3,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
piki-bread,piki bread,dataset serving,109,2.5,20.2,2,2.6,0.4,0.028,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
wheat-bread-toasted,wheat bread toasted,dataset serving,75,3.1,13.4,1,1.1,1.5,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
pita-bread,pita bread,dataset serving,165,5.5,33.4,0.7,1.3,0.8,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
potato-bread,potato bread,dataset serving,85,4,15.1,1,2,3,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
egg-bread,egg bread,dataset serving,115,3.8,19.1,2.4,0.9,0.7,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
oatmeal-bread-toasted,oatmeal bread toasted,dataset serving,73,2.3,13.2,1.2,1.1,2.2,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
cheese-bread,cheese bread,dataset serving,196,5,21.5,10,1,1,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
pumpernickel-bread-toasted,pumpernickel bread toasted,dataset serving,80,2.8,15.1,1,2.1,0.2,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
raisin-bread,raisin bread,dataset serving,88,2.5,16.7,1.4,1.4,1.8,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
pumpernickel-roll,pumpernickel roll,dataset serving,77,3,14.8,0.8,1.5,0.1,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
cinnamon-raisin-bagel,cinnamon raisin bagel,dataset serving,71,2.5,14.4,0.4,0.6,1.6,0.047,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
english-muffin,english muffin,dataset serving,127,5,25.5,1.1,2.6,0.9,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
rye-dinner-roll,rye dinner roll,dataset serving,123,4.4,22.8,1.5,2.1,0.5,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
english-muffin-whole-wheat,english muffin whole wheat,dataset serving,134,5.8,26.7,1.4,4.4,5.3,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
dinner-roll-whole-wheat,dinner roll whole wheat,dataset serving,74,2.4,14.3,1.3,2.1,2.4,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
dinner-roll,dinner roll,dataset serving,76,2.4,12.9,1.8,1.1,0.5,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
hotdog-roll,hotdog roll,dataset serving,117,4.1,21.1,1.6,0.8,3.1,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
bagel,bagel,dataset serving,245,10,47.9,1.5,4,6,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
oat-bran-bagel,oat bran bagel,dataset serving,176,7.4,36.8,0.8,2.5,1.1,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
pain-au-chocolat-de-la-boulangerie,pain au chocolat de la boulangerie,dataset serving,235,0,0,12,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
egg-bagel,egg bagel,dataset serving,72,2.8,13.8,0.5,0.6,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
english-muffin-toasted,english muffin toasted,dataset serving,140,5.4,27.4,1.1,1.5,1.8,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
english-muffin-whole-wheat-toasted,english muffin whole wheat toasted,dataset serving,135,5.9,26.9,1.4,4.5,5.4,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
biscuit,biscuit,dataset serving,357,7.1,45,16.5,1.5,2.2,0.6,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
french-roll,french roll,dataset serving,105,3.3,19.1,1.6,1.2,0.1,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
oat-bran-dinner-roll,oat bran dinner roll,dataset serving,78,3.1,13.3,1.5,1.4,2.2,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
pecan-shortbread-cookies,pecan shortbread cookies,dataset serving,76,0.7,8.2,4.6,0.3,0,0.002,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
oatmeal-cookies,oatmeal cookies,dataset serving,113,1.6,17.2,4.5,0.7,6.2,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
chocolate-wafers,chocolate wafers,dataset serving,485,7.4,81.1,15.9,3.8,33.2,0.8,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
vanilla-wafers-low-fat,vanilla wafers low fat,dataset serving,353,4,58.9,12.2,1.5,30,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
chocolate-chip-cookies-mcdonalds,chocolate chip cookies mcdonalds,dataset serving,136,1.6,18.7,6.4,0.6,9.6,0.058,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
gingersnap-cookies,gingersnap cookies,dataset serving,29,0.4,5.4,0.7,0.2,1.4,0.012,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
biscotti-abbracci-mulino-bianco,biscotti abbracci mulino bianco,dataset serving,54,0.4,0.8,2.6,0,0.051,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
chocolate-chip-cookie,chocolate chip cookie,dataset serving,63,0.5,9.3,2.8,0.3,5.3,0.047,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
brownie,brownie,dataset serving,243,2.9,38.3,9.8,1.3,22,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
shortbread-cookies,shortbread cookies,dataset serving,40,0.5,5.2,1.9,0.1,1.2,0.097,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
oatmeal-cookies-with-raisins,oatmeal cookies with raisins,dataset serving,65,1,10.3,2.4,0,0,0.022,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
peanut-butter-sandwich-cookies,peanut butter sandwich cookies,dataset serving,67,1.2,9.2,3,0.3,5,0.098,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
sugar-cookies,sugar cookies,dataset serving,72,0.8,10.2,3.2,0.1,5.7,0.007,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
chocolate-covered-graham-crackers,chocolate covered graham crackers,dataset serving,68,0.8,9.3,3.2,0.4,5.8,0.067,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
raisin-cookies,raisin cookies,dataset serving,60,0.6,10.2,2,0.2,7.1,0.077,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
